Chemical composition,At Temperature (K),conductivity (S/cm),Seebeck coefficient (uV/K),Total thermal conductivity (W/mK),figure of merit ZT,Reference,Paper DOI
ZrNiPb0.993Bi0.007,475,1370,-198,7.5207,0.339223782360685,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Zn0.85Cd0.15Sc0.02O1.03,300,194.3,-49.4,7.58,0.00187663040105541,Expt,10.1039/c6ta03126a
ZrNiPb,303,145.9,-228.2,7.669,0.0300186019995827,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
ZrNiPb0.99Bi0.01,475,1712.4,-160.3,7.7355,0.270195108850107,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
NbCo0.94Ni0.06Sn,594,1428.57,-80.59,7.7738,0.0708952142088927,Expt,https://doi.org/10.1021/acsami.1c08127
NbCo0.96Ni0.04Sn,600,826.04,-155,7.7976,0.15270553247153,Expt,https://doi.org/10.1021/acsami.1c08127
Zn0.9Cd0.1Sc0.02O1.03,300,594.3,-70.6,7.83,0.0113494450114943,Expt,10.1039/c6ta03126a
ZrNiSn0.98Bi0.02,475,457,-178.5,7.8374,0.0882499032683033,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Zn0.9Cd0.1Sc0.03O1.045,300,551,-76.3,7.91,0.0121659337168142,Expt,10.1039/c6ta03126a
Zn0.95Cd0.05Sc0.02O1.03,473,173,-86,8,0.00756509105,Expt,10.1039/c6ta03126a
Zn0.9Cd0.1Sc0.04O1.06,300,466.67,-84.3,8,0.012436446331125,Expt,10.1039/c6ta03126a
NbCo0.9Ni0.1Sn,492,909.52,-151.76,8.0952,0.127310554321855,Expt,https://doi.org/10.1021/acsami.1c08127
Zn0.9Cd0.1Sc0.01O1.015,300,621.87,-73.6,8.17,0.012369565172093,Expt,10.1039/c6ta03126a
FeVSb,400,1040,-210,8.26,0.222101694915254,Expt,10.1007/s11664-016-4804-y
NbCo0.92Ni0.08Sn,492,1461.9,-89.12,8.285,0.0689510067664106,Expt,https://doi.org/10.1021/acsami.1c08127
CoGeTe,327,58.5,-176,8.295,0.00714352491862568,Expt,https://doi.org/10.1021/acs.inorgchem.1c01538
NbCo0.98Ni0.02Sn,605,590.48,-161.76,8.3214,0.112332763971724,Expt,https://doi.org/10.1021/acsami.1c08127
ZrNiPb0.985Bi0.015,475,2618.5,-122.05,8.361,0.221596824147455,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
CuFeS2,300,52.7,-361.6,8.425,0.0245368497756677,Expt,10.1021/acs.jpcc.6b10308
Zn0.9Cd0.1Sc0.006O1.009,300,561.45,-77,8.44,0.0118323591824645,Expt,10.1039/c6ta03126a
NbCo0.94Ni0.06Sn,487,1645.24,-68.53,8.5357,0.0440839541345817,Expt,https://doi.org/10.1021/acsami.1c08127
NbCo0.96Ni0.04Sn,492,972.78,-139.41,8.5714,0.108521509874808,Expt,https://doi.org/10.1021/acsami.1c08127
ZrNiPb0.98Bi0.02,475,3060,-121.22,8.59,0.24863967624447,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
NbCoSn,678,430.77,-219.2,8.78,0.16,Expt,https://doi.org/10.1021/acsami.1c08127
Cu0.99Pd0.01FeS2,300,52.33,-396,9.2,0.0267592867826087,Expt,https://doi.org/10.1021/acs.jpcc.0c06490
NbCo0.98Ni0.02Sn,498,704.76,-147.06,9.2381,0.0821631448575024,Expt,https://doi.org/10.1021/acsami.1c08127
NbCo0.9Ni0.1Sn,382,1035.29,-132.94,9.2619,0.0754634477580411,Expt,https://doi.org/10.1021/acsami.1c08127
NbCoSn,576,475.5,-214.3,9.31,0.135103831548013,Expt,https://doi.org/10.1021/acsami.1c08127
NbCo0.92Ni0.08Sn,382,1654.76,-75,9.4524,0.0376165370699505,Expt,https://doi.org/10.1021/acsami.1c08127
NbCo0.94Ni0.06Sn,382,1889.41,-56.18,9.5357,0.0238891370985758,Expt,https://doi.org/10.1021/acsami.1c08127
NbCo0.96Ni0.04Sn,382,1124.26,-119.41,9.6548,0.0634261334575765,Expt,https://doi.org/10.1021/acsami.1c08127
ZrNiSn0.98Bi0.02,303,426.87,-136,9.72,0.0246121648,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
ZrNiPb0.995Bi0.005,303,1302.5,-169,9.7377,0.115754365584276,Expt,https://doi.org/10.1021/acs.chemmater.6b04898
Zn0.95Cd0.05Sc0.02O1.03,373,176,-71,9.75,0.00339416992820513,Expt,10.1039/c6ta03126a
